zip,member,piece_name,block,record_idx,record_kind,n_points,point_idx,a,b,c,e,x,y,in_real,nearest_perim_units,nearest_perim_in,nearest_perim_mm,nearest_dxf14_in,block_check_line_table
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,21,2,23,22,-1,1,0,1,51567,89195,1,24002.9,2.4003,60.97,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,0,-1,1,0,1,51567,89195,1,24002.9,2.4003,60.97,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,1,-1,1,0,1,52331,89212,1,23928.0,2.3928,60.78,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,2,-1,1,0,1,55503,89017,1,23704.6,2.3705,60.21,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,3,-1,1,0,1,58691,88535,1,23506.4,2.3506,59.71,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,4,-1,1,0,1,61014,87893,1,23312.1,2.3312,59.21,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,5,-1,1,0,1,63153,87135,1,22946.4,2.2946,58.28,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,6,-1,1,0,1,65129,86274,1,22662.7,2.2663,57.56,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,7,-1,1,0,1,66961,85321,1,22435.4,2.2435,56.99,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,8,-1,1,0,1,69479,83749,1,22436.8,2.2437,56.99,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,9,-1,1,0,1,71781,82040,1,23032.7,2.3033,58.50,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,10,-1,1,0,1,73916,80251,1,24078.6,2.4079,61.16,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,11,-1,1,0,1,75967,78408,1,25455.2,2.5455,64.66,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,12,-1,1,0,1,77160,76736,1,26952.1,2.6952,68.46,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,13,-1,1,0,1,78268,75052,1,28376.3,2.8376,72.08,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,14,-1,1,0,1,79284,73355,1,27962.2,2.7962,71.02,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,15,-1,1,0,1,80201,71643,1,27452.7,2.7453,69.73,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,16,-1,1,0,1,80949,70061,1,26939.4,2.6939,68.43,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,17,-1,1,0,1,81604,68465,1,26477.6,2.6478,67.25,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,18,-1,1,0,1,82160,66855,1,26094.8,2.6095,66.28,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,19,-1,1,0,1,82612,65230,1,25816.9,2.5817,65.58,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,20,-1,1,0,1,82948,63632,1,25547.0,2.5547,64.89,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,21,-1,1,0,1,83175,62019,1,25311.7,2.5312,64.29,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,22,-1,1,0,1,83289,60389,1,25146.8,2.5147,63.87,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,23,-1,1,4,2,83288,59865,1,25123.3,2.5123,63.81,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF26.tmp,2303-B1-OUMO-4-SP24,0,22,2,25,24,-1,1,0,1,83286,58743,1,25052.1,2.5052,63.63,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,4,2,2,0,-1,1,0,0,525213,373447,1,30130.6,3.0131,76.53,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,4,2,2,1,-1,1,0,0,585522,373447,1,30019.2,3.0019,76.25,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,0,-1,1,0,1,562946,334474,1,19047.6,1.9048,48.38,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,1,-1,1,0,1,561261,334147,1,19252.6,1.9253,48.90,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,2,-1,1,0,1,559657,333877,1,19489.8,1.9490,49.50,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,3,-1,1,0,1,558127,333655,1,19571.0,1.9571,49.71,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,4,-1,1,0,1,556670,333485,1,19656.8,1.9657,49.93,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,5,-1,1,0,1,555283,333360,1,19684.9,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,6,-1,1,0,1,553962,333281,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,7,-1,1,0,1,551503,333245,1,19683.7,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,8,-1,1,0,1,549266,333360,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,9,-1,1,0,1,547225,333606,1,19683.8,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,10,-1,1,0,1,545351,333966,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,11,-1,1,0,1,543615,334420,1,19685.2,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,12,-1,1,0,1,541121,335270,1,19683.5,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,13,-1,1,0,1,538796,336234,1,19683.8,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,14,-1,1,0,1,536057,337450,1,19687.0,1.9687,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,15,-1,1,0,1,533225,338603,1,19685.7,1.9686,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,16,-1,1,0,1,531455,339817,1,19684.3,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,17,-1,1,0,1,529769,341070,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,18,-1,1,0,1,528168,342362,1,19685.4,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,19,-1,1,0,1,526654,343696,1,19684.6,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,20,-1,1,0,1,525365,344938,1,19684.6,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,21,-1,1,0,1,524153,346215,1,19684.1,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,22,-1,1,0,1,523020,347531,1,19684.4,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,23,-1,1,0,1,521971,348885,1,19684.4,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,24,-1,1,0,1,521061,350196,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,25,-1,1,0,1,520227,351543,1,19684.6,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,26,-1,1,0,1,519473,352927,1,19685.7,1.9686,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,27,-1,1,0,1,518800,354349,1,19686.6,1.9687,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,28,-1,1,0,1,517999,356071,1,19684.5,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,29,-1,1,0,1,517313,357714,1,19685.2,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,30,-1,1,0,1,516729,359283,1,19683.6,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,31,-1,1,0,1,516244,360786,1,19685.5,1.9686,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,32,-1,1,0,1,515844,362226,1,19684.0,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,33,-1,1,0,1,515523,363614,1,19684.5,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,34,-1,1,0,1,515080,366246,1,19685.0,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,35,-1,1,0,1,514835,368891,1,19683.8,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,36,-1,1,0,1,514742,371429,1,19678.3,1.9678,49.98,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,5,2,38,37,-1,1,0,1,514638,377181,1,19522.3,1.9522,49.59,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,0,-1,1,0,1,514638,377181,1,19522.3,1.9522,49.59,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,1,-1,1,0,1,515024,379365,1,19685.0,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,2,-1,1,0,1,515454,381410,1,19684.4,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,3,-1,1,0,1,515926,383320,1,19683.8,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,4,-1,1,0,1,516437,385104,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,5,-1,1,0,1,516983,386775,1,19684.8,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,6,-1,1,0,1,517564,388336,1,19684.8,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,7,-1,1,0,1,518175,389799,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,8,-1,1,0,1,518814,391173,1,19685.3,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,9,-1,1,0,1,519545,392587,1,19685.8,1.9686,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,10,-1,1,0,1,520303,393914,1,19684.5,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,11,-1,1,0,1,521886,396354,1,19684.5,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,12,-1,1,0,1,523490,398525,1,19684.7,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,13,-1,1,0,1,525131,400582,1,19685.0,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,14,-1,1,0,1,527403,402752,1,19684.2,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,15,-1,1,0,1,529847,404818,1,19684.2,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,16,-1,1,0,1,532646,406869,1,19684.4,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,17,-1,1,0,1,534141,407838,1,19685.5,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,18,-1,1,0,1,535703,408767,1,19684.0,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,19,-1,1,0,1,537693,409831,1,19684.9,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,20,-1,1,0,1,539797,410826,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,21,-1,1,0,1,542021,411749,1,19683.2,1.9683,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,22,-1,1,0,1,544376,412592,1,19685.8,1.9686,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,23,-1,1,0,1,546472,413015,1,19683.6,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,24,-1,1,0,1,548451,413325,1,19683.5,1.9683,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,25,-1,1,0,1,550321,413529,1,19684.6,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,26,-1,1,0,1,552089,413636,1,19684.5,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,27,-1,1,0,1,553761,413651,1,19685.1,1.9685,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,28,-1,1,0,1,555347,413582,1,19686.3,1.9686,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,29,-1,1,0,1,556852,413438,1,19684.4,1.9684,50.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,30,-1,1,0,1,558284,413222,1,19733.7,1.9734,50.12,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,31,-1,1,0,1,559799,412911,1,19863.6,1.9864,50.45,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,32,-1,1,0,1,561242,412530,1,20071.6,2.0072,50.98,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,33,-1,1,0,1,563957,411605,1,20669.4,2.0669,52.50,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,34,-1,1,0,1,566508,410527,1,21438.6,2.1439,54.45,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,35,-1,1,0,1,568976,409368,1,22298.0,2.2298,56.64,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,36,-1,1,0,1,570373,408635,1,22860.8,2.2861,58.07,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,37,-1,1,0,1,571688,407878,1,23457.2,2.3457,59.58,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,6,2,39,38,-1,1,0,1,574091,406305,1,24735.4,2.4735,62.83,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,0,-1,1,0,1,574091,406305,1,24735.4,2.4735,62.83,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,1,-1,1,0,1,576224,404659,1,26117.9,2.6118,66.34,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,2,-1,1,0,1,578123,402952,1,26732.2,2.6732,67.90,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,3,-1,1,0,1,579330,401728,1,26290.8,2.6291,66.78,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,4,-1,1,0,1,580455,400481,1,25934.3,2.5934,65.87,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,5,-1,1,0,1,582507,397938,1,25468.1,2.5468,64.69,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,6,-1,1,0,1,584401,395320,1,25044.6,2.5045,63.61,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,7,-1,1,0,1,586216,392681,1,24541.4,2.4541,62.34,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,8,-1,1,0,1,586957,391083,1,24494.3,2.4494,62.22,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,9,-1,1,0,1,587626,389535,1,24454.3,2.4454,62.11,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,10,-1,1,0,1,588230,388036,1,24424.7,2.4425,62.04,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,11,-1,1,0,1,588770,386585,1,24415.4,2.4415,62.02,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,12,-1,1,0,1,589667,383814,1,24447.9,2.4448,62.10,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,13,-1,1,0,1,590342,381213,1,24499.5,2.4500,62.23,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,14,-1,1,0,1,590815,378765,1,24501.3,2.4501,62.23,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,15,-1,1,0,1,591108,376459,1,24379.6,2.4380,61.92,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,16,-1,1,0,1,591242,374282,1,24282.0,2.4282,61.68,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,17,-1,1,0,1,591243,372220,1,24372.9,2.4373,61.91,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,18,-1,1,0,1,591130,370287,1,24374.7,2.4375,61.91,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,19,-1,1,0,1,590927,368441,1,24306.5,2.4306,61.74,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,20,-1,1,0,1,590334,364957,1,24014.9,2.4015,61.00,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,21,-1,1,0,1,589685,361912,1,23607.7,2.3608,59.96,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,22,-1,1,0,1,589073,358953,1,23009.3,2.3009,58.44,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,23,-1,1,0,1,587890,356175,1,22872.3,2.2872,58.10,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,24,-1,1,0,1,586605,353613,1,22342.0,2.2342,56.75,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,25,-1,1,0,1,585232,351260,1,21945.2,2.1945,55.74,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,26,-1,1,0,1,583781,349107,1,21649.5,2.1650,54.99,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,27,-1,1,0,1,582266,347139,1,21406.2,2.1406,54.37,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,28,-1,1,0,1,580698,345352,1,21148.7,2.1149,53.72,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,29,-1,1,0,1,579089,343731,1,20798.5,2.0798,52.83,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,30,-1,1,0,1,577453,342271,1,20444.7,2.0445,51.93,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,31,-1,1,0,1,574998,340375,1,19988.1,1.9988,50.77,,1
markers\2303-BD137-PLACED\2303-BD 137 PLACED.zip,aCF28.tmp,2303-B1-INMO-5-SP24,0,7,2,38,32,-1,1,0,1,572545,338774,1,19583.5,1.9583,49.74,,1
